,key_words_rak,key_words_tf_idf
948,",aynısını diğer tarafa da yap,eşkenar üçgen oluştursan,howell post hoc tests found,dur bi başlayalım,açı kullancaktım ama yok,ben sildim 6ya bakalım,bilemedim nasıl yaparız,draws lıne segments db,nasıl yaparız,primarily socially shaped processes,chat message / drawing action,participants exchanged occasional messages,desired dynamic geometry representations,mediated communication systems found,occasional gaze overlaps occurred",",formative assessment,formative,math,teachers,assessment,pd,algebra,mathematics,helpful,survey,student,student work,responses,effectively,tool"
949,",larger dot size denotes leveling,completing levels unlocks higher levels,foster maladaptive motivational patterns,standardized assessment involves designing challenges,open source coding communities,• enabling personalized choices based,unlocks subsequent challenge levels,nurturing peer learning interactions,part simply provided teachers,challenge sequence markedly increased,providing individualized learning pathways,practices include sorting students,5th grade classroom highlights,mobile phones faster,affinity groups including",",activity,system,tensions,reflective,mediated,tools,kb,activities,objective,knowledge building,assessment,discourse,dynamics,improvement,new"
950,",meaningful science education involves learning,graduate students studying chemistry,school students worked collaboratively,short climate change workshop,contextualized scientific content knowledge,science mentor josh continued,workshop including pre,birmingham & calabrese barton,western united states,film group science mentor,climate change film group,ultimately josh talked,learning environment design,learning environment provided,national research council",",group,talk,scaffolding,peers,discourse,physics,groups,students group,interactions,prompting,learning gains,responding,gains,science,support"
951,",small collaborative groups composed,artifact codes highlighted differences,construct tangible artifacts based,teachers scaffold student learning,pbl curriculum shows promise,rsms artifact design features,noting substantial differences,rsms teacher showed increased,geographically distant classrooms,qualitative coding scheme,3d printed pieces,familiar community stakeholders,sparking student interest,preliminary analysis centers,preliminary results suggest",",child,parents,parent,family,children,apps,app,literacy,play,families,pilot,open ended,network,ended,learning process"
952,",collaborative design includes communication,automatically enhance idea generation,gesturing challenged existing methods,based qualitative content analysis,perform spatial transformations,3d textile puzzles,sea creature accessories,craft teacher program,rigorous microlevel method,making messages easier,make messages easier,reproduces existing solutions,gesture researchers summarize,research setting encompassed,textile design projects",",mentors,maker,making,makers,mentor,music,library,relationships,movement,edu,conceptions,expertise,social,space,public"
953,",based assessment task uncovered resources,expressed additional specific resources,students learn scientific concepts,interviews students explained models,call phenomenological primitives,accepted scientific inaccuracies,focused middle school,student understanding pushes,possess knowledge fragments,humans generate waste,major topic area,examine student understanding,decomposers break things,major topic areas,interview data revealed",",cell,biology,web,division,class,connected,evolution,element,textbook,tools,covered,structure,course,page,topic"
954,",time encompass rich information layers,human brain processes visual information,progressive teachers fall back,textbook chapter outperformed students,high / low gpa passengers,learning methods strongly depends,binary variable representing students,socially engineer group activities,highly controllable design space,speaker generates sound waves,gpa passenger scored higher,low gpa passengers versus 5,difference highlight core aspects,driven discovery versus guided,good assessment rubrics",",ck,inquiry,discourse,orchestration,teachers,community,enactment,orientations,teacher,knowledge,notes,script,reflection,student,guided"
955,,",knowledge building,inquiry,reflective,building,areas,collective,knowledge,structures,practices,zhang,class,co,discourse,sustained,epistemic"
956,,",epistemological,air,models,mr,ideas,scientific,classroom,knowledge building,scientific practices,unit,modeling,practices,knowledge,like,purposes"
957,",students attributing greater learning gains,construct rich interactive tasks,strictly procedural patterns sufficient,randomized controlled trial study,students apply multiple procedures,highly correlated items highlight,middle school math teachers,woot math polls effectively,develop conceptual knowledge,“woot math polls,woot math polls,teaching elementary procedures,conceptual understanding produce,build conceptual understanding,impact student achievement",",game,stance,mental,games,player,simulation,model,system,actions,digital,models,rules,cognition,person,learner"
958,",cultural historical activity theory,student activity systems changed,productive reflective assessment scaffolded,completing sba projects,accompanying prompt sheets,key learning goals,driven idea improvement,collective responsibility exerted,collective responsibility acted,kb environments augmented,reflective assessment—focusing,directed reflective assessment,newly introduced artifacts,kca prompt sheets,influential cultural tools",",argumentation,videos,teachers,teacher,video,learning goals,multimedia,evidence,focus,goals,prototype,needs,development,input,classroom"
959,",midwestern public school located,encourage utilizing small group work,posing questions / statements,italics denote codes related,specifically helping group members support,utilize small group work,feasibly provide individual support,group conducting virtual simulation,symmetrical versus asymmetrical relationships,computer supported collaborative learning,typically held constant,establish common goals,independent samples mann,give specific kinds,discussing topics unrelated",",leadership,relational,children,thinking,moves,organizational,emergent,collaborative,intellectual,regulation,group,reasoning,big,collaborative learning,discussions"
960,",directed learning goals makes,save personally meaningful words,identify emerging patterns related,ended literacy learning app,offer unique affordances,fully automated solution,speech synthesizer pronounces,greater boston area,android mobile phones,translated key insights,qualitative analysis methods,speech language pathologists,data analysis tools,adult collaborator support,separate researchers compare",",physics,activity,macro,constructivist,teacher,engestr,teacher education,human,know,micro,pre service,historical,production,rules,object"
961,,",text,health,attitude,concept,scientific,knowledge,wiki,texts,statements,statement,sections,within,information,knowledge construction,shared"
962,",topic pages included navigation links,line concept mapping exercises,line concept mapping activities,line concept map tool,online concept mapping tools,students found connected biology satisfying,line learning activities packaged,students visited connected biology,scheduling constraints determined,reviewed journals articles,promote radical transformation,predictable albeit complicated,pre class exercises element,university science program,social networking space",",badges,badge,recognition,projects,learners,assessment,motivation,motivational,practices,principles,design principles,digital,peer,design,project"
963,",inquiry curriculum—wallcology embedded phenomena—,knowledge community approaches typically rely,black vertical lines delineate,yellow vertical line marks,blue vertical lines mark,members ostensibly “talking” simultaneously,suggests discourse patterns/structures vary,guided community oral discussion involving,contributions inform subsequent work,differing inquiry task demands,f2f classrooms incorporating computer,targeting specific learning goals,helping students develop awareness,computer supported collaborative learning,finer grain coding focused",",epistemic,knowledge,justification,claims,sources,consensus,activity,evidence,curriculum,group,scenario,inquiry,claim,within,statements"
964,",epistemic mechanism enabling sustained practices,online collaborative knowledge building platform,purposeful knowledge building work supported,community coconstruct adaptive collective structures,simply enact repeated procedures,computer supported collaborative learning,practical challenge arises pertaining,knowledge building pedagogy supported,based study investigated reflective structuration,knowledge building communities revealed,framed similar overarching goals,big “juicy” questions based,kids categorized individual questions,world knowledge building practices,capture productive discourse patterns",",food,species,population,interaction,web,day,groups,predictions,relationships,correct,modeling,models,effects,performing,explanations"
965,,",places,app,learners,children,mobile,plants,technologies,tree,content,exhibits,scientific,case,internet,small,science"
966,",necessarily form accurate mental analogues,players inhabit rich ecologies,predicting future states,activation criteria match,science education highlight,limited educational benefits,specific desired outcome,vis alternative designs,modeling complex processes,increase student engagement,provide effective feedback,robust theoretical framework,deliberate purposeful “reasoning”,constantly increasing novelty,“coherent mental model”",",generative,problems,ability,transfer,prior,task,posttest,problem,item,knowledge,failure,sequence,word,kapur,variables"
967,",digitally enhanced educative curriculum materials,current mecm design framework suggests,data collected included audio recordings,supporting middle school science teachers,video clips demonstrating pedagogy,video production company specialized,• include extended student dialogue,viewer observes students engaging,multimedia educative curricular materials,figure 2 shows sample frames,high quality learning goals addressing,multimedia educative curriculum materials,teacher focus groups fell,educative curricular materials,design based research approach",",workshop,debate,practice,sharing,public,evidence based,participants,strategies,makers,insights,messages,policy,practitioners,researchers,inform"
968,",students naturally develop essential skills,current dataset includes full transcripts,leadership moves helps groups produce,provide intellectually stimulating environments,current research speaks directly,teacher scaffolding influences children,teachers occasionally provide scaffolding,children developed emergent leadership skills,commonly occurring leadership moves,initial collaborative reasoning discussion based,computer supported collaborative discussions,intellectual leadership moves emerged,support productive social interactions,successful collaborative learning groups,big question discussion compared",",learning sciences,sciences,master,university,programs,resources,network,digital,workshop,community,international,students learning,pedagogical,edu,access"
969,",teacher education activity system macro,high school physics lessons,primary driving forces,brazilian public university,select events happened,total societal production,accumulating structural tensions,support human beings,human activity points,basic internal contradiction,total activity system,activity systems harbor,investigate physics teacher,physics teaching addressed,specific productive activity",",relations,human,ways,political,forms,embodied,responsibility,assistance,pathways,activity,moments,ecological,dimensions,culture,nature"
970,",biopsychosocial therapeutic health concept implies,biomedical therapeutic health concept implies,reduced enhanced blood flow …”,scientific finding diametrically opposes,shared digital artifacts play,shared digital artifacts vary,scientific investigations disclose inconsistent,elaborate revision requires people,considered scientifically evaluated information,biopsychosocial therapeutic health concept,contradicting therapeutic health concept,biomedical therapeutic health concept,congruent health concept included,reduced blood flow,implement collaborative learning settings",",movements,social,leaders,leadership,gender,movement,learning sciences,power,participation,sciences,equity,scholars,within,sociocultural,knowing"
971,,",lesson,keywords,jigsaw,teacher,teachers,system,cycle,dialogues,dialogue,words,recognition,accuracy,tool,expert,plan"
972,",unique immersive environment called “evoroom”,zoo field trip activity sequence,ethnically diverse urban setting,activity included taking turns “reasoning,epistemic cognition influences collective inquiry,secondary science called “knowledge community,collective immersive simulation environment,exhibited greater learning gains,immersive simulated rainforest environment,post survey results showing students,evoroom biodiversity activity included students,claims statements commonly occurred,unifying principles underlying biodiversity,researcher field notes facilitating,handheld data collection activities",",orchestration,phase,tablet,teachers,teacher,words,system,individual,learner,cscl,justification,groups,may,issues,collective"
973,",difficulty interpreting food web dynamics,interaction food webs software interface,software design supported model construction,missed core concepts learned,interaction food web represent feeding,trouble understanding single causal,private urban middle school,difficulties creating food webs,interaction food webs notation,final interaction food webs,technologysupported inquiry unit organized,aquarium construction toolkit modeling,underlying computational model developed,correctly explain population effects,interaction food web representation",",design,teachers,pbl,agency,innovations,co design,expertise,curriculum,yes,design process,co,science,primary,lessons,engestr"
974,",team members made content logs,places app pushes relevant content,operated bluetooth low energy,research team collected detailed logfiles,researchers loaded customized maps,connect places app science content,mobile technology literature considers,learners added imaginative role,explained relevant scientific phenomena,connect unique educational resources,ibeacon system delivered content,ibeacon mobile computer system,inform science learning experiences,violet observed strawberry plants,24 summer camp children engaged",",social,efficacy,social interaction,ability,collective,cscl,student learning,interaction,model,system,student,performance,factors,variable,factor"
975,",word problems requires math knowledge,primary school leaving examination,main research questions addressed,free pictorial items isomorphic,leaners perceive relational similarities,existing productive failure work,afterward receive direct instruction,sgapi condition outperforming tgap,analogical reasoning tasks affect,prior knowledge/ability affect learning,worse conceptual knowledge outcomes,provide students direct instruction,examine analogical problem posing,analogical problem posing tasks,analogical problem posing task",",game,persistence,full,challenge,self efficacy,code,condition,coding,efficacy,games,hard,failure,less,blocks,played"
976,,",cps,item,responses,version,collaboration,team,items,simulation,single,participant,sum,revised,initial,check,aspect"
977,,",identities,voice,diversity,voices,identification,sense,position,science,self,enacted,cultural,identity,personal,teachers,others"
978,",epistemic heterogeneity explicitly engaged aspects,students cultivated microbial communities living,embodied assistance mediate future action,musically scored microbial growth,cartesian influences selectively shape,local independent artists worked,sculpted imagined microbial worlds,axiological innovations entails attention,research team collected video,learning writing collective argues,steam learning environment focused,making support expansive ethical,organismic operations unfolding,petri dish cultures,painted expressive portraits",",goals,parent,srl,oriented,academic,items,achievement,mastery,status,social,performance,strategies,assessed,factor,correlations"
979,,",guidance,condition,transfer,solution,ratio,full,module,solutions,density,index,deep,items,posttest,style,tell"
980,",effective professional development involves opportunities,assessment tools utilizing observation chances,newly revised japanese curriculum guidelines,collaborative pdca cycle promoted teachers,biceps brachii muscle contracts,provide transcripts electronically searchable,yield generalizable analytic methods,fifty thousand english words,“explaining everyday body movement”,system including ai evolves,dialogue analysis tool collaboratively,japanese learning sciences project,blue shadow boxes,kōbō abe,lesson study masters” seminar",",epistemic agency,epistemic,agency,inquiry,youth,mr,moments,members,interactional,learners,participants,power,us,transformative,science"
981,",research agenda includes deepening,cscl scripted settings orchestration issues,automated preprocessing phase prior,standard primary school exercise,conducting preliminary tests shed,features include conducting features,facilitate teacher grouping process,students facing technical issues,jointly suggests design options,voting tool requires students,make students discuss grammar,requires human intervention,translating spoken language,requires repeating experiments,enabling grouping flexibility",",idea building,idea,building,moves,episodes,joint,rubric,episode,topic,extended,ideas,existing,initial,activity,score"
982,,",comments,critique,peer,text,review,cscl,tools,comment,interaction,texts,material,artifact,instrument,organization,practices"
983,",positive learning climate encourages exchanges,based structural equation modeling technique,guarantee successful student learning outcomes,day online learning module consisting,online group learning contexts comprised,social ability captures intricate effects,present study applied actual evaluation,functionality significantly influenced social ability,model specifies social cognitive theory,social cognitive theory posits efficacy,monte carlo simulation study,occupying structurally advantageous positions,multivariate statistical modeling technique,influenced perceived cognitive presence,overlooked emergent dynamics created",",simulation,space,immersive,immersion,control,collaborative learning,program,collaborative,test,team,science,knowledge,posttest,participants,subjects"
984,",“parameter” blocks include repeating loops,inadvertently intensified perceived student failure,adolescents find online games “addictive”,giving fairly high average ratings,conditions gave equally high ratings,minimal game contained identical scaffolding,encapsulated multiple standard game features,games foster high intrinsic motivation,hard problems significantly predicted learning,game elements make gameplay enjoyable,time spent playing coding levels,people find failure uncomfortable,full condition performed worse,full game highlighted successful,students attempted challenging coding behaviors",",aid,multimedia,stronger,prior knowledge,processing,thinking,skills,prior,analyzing,partial,learners,knowledge,algebra,order,group"
985,",additional chat box layer,21st century skills emphasized,human participants work remotely,21st century skills,von davier & halpin,psychometric modeling schemes,amazon mechanical turk,collaborative problem solving,structured log file,external test consisting,structured log files,general science knowledge,person responds separately,crowdsourcing web service,observed effect size",",display,experience,virtual,intrinsic,hands,conditions,factor,viewing,learning experience,scenarios,modes,technologies,interaction,condition,figure"
986,",learning diversity encompasses diverse learners,culture helps give students identity,daily nursing record sheet,ken received great attention,online discussion occurred asynchronously,redefined professional position aino interprets,month online science philosophy,online graduate level education,create inclusive educational contexts”,context requires active dialogue,calls impression management,comprised twelve modules,dual role identities play,related theoretical frameworks,start actual training",",evidence,claim,argumentation,reflective,simulation,strategies,like,group,run,generative,molecules,yeah,consensus,codes,random"
987,",social status goals significantly predicted,attracted increasing attention due,oriented goals significantly predicted performance,goals positively predicted srl strategy,point likert scale,structural equation modeling,involvement enhance children,confirmatory factor analysis,commonly endorsed social,maintain social status,proactive learning process,factor model comprised,cognitive learning strategies,social status goals,adaptive learning scales",",perceptual,fluency,gestures,activities,communication,visual,acquisition,collaborative,collaboration,answer,chemistry,features,enhance,collaboratively,discourse"
988,",ranking activity occurred fairly frequently,coach avoids giving didactic explanations,experienced science teachers guiding students,related pedagogies boost conceptual learning,short video explaining task goals,de jong & van joolingen,invention process hindered learning compared,build intelligent tutoring systems,cognitive tutor authoring tools,paper test items targeted students,coach avoids giving direct,significant knowledge gap expressed,problematizing guidance effectively support learning,students require individual guidance,invention coach problematizes student understanding",",fuse,implementation,district,schools,innovation,school,local,program,actor,innovations,educational,stevens,contexts,infrastructure,new"
989,",fundamentally influence subsequent inquiry pathways,observed middle school science classrooms,frequently experience school science spaces,contribution sparking renewed engagement,youthserving environmental education programs,potentially benign participation trajectories,critical historical perspective sensitizes,disrupt existing powered relations,existing stem participation frames,inclusive epistemic agency plays,examples illustrating young people,inclusive epistemic agency refers,middle school students oriented,make critical epistemic decisions,shape youth participation trajectories",",gaze,learning gain,similarity,pair,gain,eye tracking,lecture,map,textual,eye,collaborative,participants,tracking,concept,video"
990,",week university level introductory online,research team held extensive discussions,higher quality collaborative processes ensue,initial idea versus putting forward,collaborative learners recognize key aspects,sophisticated collective cognition requires,low performing collaborative groups,online discussions provided evidence,existing markers sufficiently capture,main group processes studied,color represent moves made,aforementioned research team discussions,blocks represent individual students,sampled online group discussions,online group discussion activities",",agents,orchestration,base,physics,classroom,inquiry,class,knowledge,student,intelligent,place,problems,materials,teacher,principles"
991,",house developed learning managing system,emergent multiple instrumental mediations,configure contemporary cscl practices,minimal exchanges whilst wp presented,relationships cscl artifacts mediate,commenting tools constituting gd,online collaborative annotations tools,lms entails students irespond,mixed entity constituted,commenting tools encouraged participants,behavioral invariants underlying,utilization scheme designating,felt silly commenting,advance educational performance,minimal exchange indicating",",class,instructors,training,planning,reflection,questions,teaching,system,behaviors,visualizations,strategies,discursive,feedback,content,seemed"
992,",operation involved normal operation controls,managing varied technical emergency situations,complex dynamic systems require tools,general earth space science classes,based collaborative learning event occurred,freeware space flight simulator orbiter,complex systems aggregate multiple components,enable simulated space shuttle operation,based collaborative learning promotes students,sharpen scientific reasoning skills,exclusive space flight simulator condition,earth space science class,current study lasted 4 weeks,mixed anova test examining,switch control panel templates",",participatory,participation,processes,communities,equity,activity,chat,social justice,dbr,power,justice,community,engestr,public,design"
993,",helped learners acquire prerequisite knowledge,visual representations helped younger children,higher order thinking skill requires,learners select relevant multimedia messages,adaptive digital multimedia learning environments,developing higher order thinking skills,experimental studies support prior knowledge,impede conceptually oriented interactions,develop higher order thinking,experimental materials included additional designs,numerous experimental studies support,higher order thinking skill,higher order thinking skills,analyzing involved heavier cognitive processing,lower order thinking skills",",evidence,reasoning,science,disciplinary,scientific,species,symposium,knowledge,run,sandoval,science education,edu,epistemic,experiments,claims"
994,",key factor influencing user experience,display experience naturalnes quality experience,htc vive handheld controllers,performed repeated measurement analysis,important factor affecting experiences,develop positive intrinsic interest,lifelike virtual experiential learning,computer interaction approach,time virtual reality,manipulate virtual objects,intuitive embodied experience,experiential learning requires,improving interaction efficiency,promote learning interest,immersive display technologies",",srl,emotions,agents,agent,directed,negative,learning gain,learning gains,feelings,gain,towards,gains,processes,self,regulated"
995,",reflective strategies promote generative processing,generative strategies showed reflective behavior,building argumentation skills based,support stronger argumentation skills—,claim selection strategies impacted,reflective strategies promote extraneous,accurate cer responses compared,high school biology conducted 2010,argumentation prompts enabled students,3day units directed students,building argumentation skills,enables mutual construction,discourse analytic conventions,explicit instructional prompts,scaffold reflective group strategies",",argumentation,assessment,system,argument,level,indicators,collaborative,group,scientific,assessments,test,rating,teachers,claim,considerations"
996,",longer response times made students,collaborative learning yields conflicting hypotheses,sociocultural literature describes perceptual fluency,collaborative activities afford explicit processes,perceptual activities involve simple tasks,twodimensional lewis structures depict,students working collaboratively versus individually,collaboratively construct meaningful explanations,varying irrelevant visual features,significantly lower error rates,collaborative versus individual work,students rarely receive instruction,prior individual study corroborates,collaborative versus individual activities,expert chemists pay attention",",chemical,forces,energy,chemistry,force,conceptual understanding,embodied,molecular,learning gain,simulation,device,greater,four,distance,conceptual"
997,",community discussion board postings related,local adaptation risks educators inadvertently,traditional academic subject matter classrooms,fuse studios played consequential roles,existing technical infrastructure—mobile devices,community discussion board posts,large midwestern public school district,examined internal district memoranda,making 2d digital designs,important 21st century skills,eagle lake junior high,large midwestern school district,public school board records,inhabiting diverse “learning arrangements”,understanding local adaptation processes",",reasoning,function,quantitative,algebra,quantity,change,approach,tasks,johnson,objects,ratio,argue,mathematics,stem,view"
998,",école polytechnique fédérale de lausanne,color coded learning material ozcelik,electrical circuit troubleshooting problem,massive open online courses,bongard puzzle solving task,collaborative gaze measure “gaze similarity”,collaborative concept map phase,collaborative concept map task,collaborative problem solving task,analyze multimedia learning process,high gaze similarity works,high average conceptual withme,high average perceptual withme,low gaze similarity work,pair program comprehension study",",problem,transfer,series,knowledge,recall,interviewer,interdisciplinary,reasoning,content knowledge,sense,epistemological,problems,content,accountability,approaches"
999,,",dyad,talk,equitable,positioning,distribution,equity,positioned,interaction,partner,dyads,status,programming,intellectual,turns,asking"
1000,",framework require specific timing constraints,p1 avoided rapidly repeating/rephrasing questions,p5 exhibited ineffective teaching strategies,previously offered digital feedback,centered learning versus student,instructor feedback systems shows,typical workshop format,commercial survey service,produce inductive sentiment,contextual inquiry interviews,exhibited positive change,made concrete plans,combines smart classrooms,visualizations comparing prior,improves student learning",",game,game design,scholars,games,designers,percent,design,career,fun,like,scratch,perceptions,implement,character,creative"
1001,",49th ward alderman initiated,critically assessing participatory budgeting,year ethnographic case study,fourth generation activity theory,innovation expands democratic participation,cultural historical activity theory,social justice goals evolved,learning scientists placing equity,collective civic participation influences,identified key civic capacities,ended partnerships driven,partido dos trabalhadores,highly diverse area,deliberate democratic movement,participation writ large",",ideas,critique,solar,idea,peer,group,add,item,reflect,activity,groups,give,take,new ideas,design"
1002,,",ct,mathematics,facilitating,tutor,teacher,site,cognitive,sites,implementation,interaction,students learning,phase,mathematical,materials,teachers"
1003,",item multiple choice pretests,item multiple choice pre,positive emotions category included questions,inspect additional hypermedia content,simply adding pedagogical agents,guide presented multiple videos,computer based learning environments,specific learning centered emotions,determine affective transition state,initial research question assessed,potentially negatively impacting performance,srl strategies students engaged,specific agentdirected negative emotions,sample included undergraduate students,perform specific srl strategies",",formative,formative assessment,average,course,points,individually,group,performance,class,assessment,collaboration,answers,activities,correlation,individual"
1004,",detailed focus group discussion results,scoring complex data remains,students held positive attitudes,important 21st century skills,focus group discussion results,evaluating secondary school students,significant knowledge construction activity,real school classroom context,assess” collaborative argumentation holistically,21st century competencies,show mixed misconception/scientific,commonly acknowledged view,enable knowledge construction,sufficient domain knowledge,prior pedagogical goals",",notes,practices,design,course,note,cscl,script,ethnographic,master,local,historical,learners,design process,disciplinary,voices"
1005,,",events,mathematics,videos,overall,education,course,spring,fall,coherence,relevance,event,rubric,depth,iteration,introduction"
1006,",association support mathematical image construction,monotonic function supports “smooth” reasoning,guarantee “smooth” covariational reasoning,reasoning covariationally necessitates reasoning,“smooth” covariational reasoning fosters,constructing mathematical tasks based,“smooth” reasoning involves thinking,“chunky” reasoning involves thinking,nonnumeric quantitative reasoning promotes,teaching functions promote thinking,mathematical mental image,ten highest annual,global economy continues,relating side length,economic opportunities afforded",",teaching,practices,sd,design,oriented,lesson,innovation,comments,knowledge,adaptive,co design,knowledge building,activities,online,participants"
1007,,",lesson,theory,lessons,post test,test,post,teachers,scientific,variation,students learning,pre test,intervention,three,learning outcomes,criteria"
1008,",jason repeatedly interjects comments explaining,numbered days students worked individually,elementary computer science students collaborated,finding adds strong support,pair programming utilizes roles,eighth highest average performance,basic knowledge students learned,comparative case study design,included acceptable audio quality,pair programming participation structure,aaron issuing repeated directives,digital student work collected,space key pressed” block,level involves multiple strands,day 6 jason pair programmed",",thread,multimedia,threads,group,response,help,frequent,forums,online,maker,posts,rate,text,poster,forum"
1009,,",motion,movements,unit,video,stop,across,moved,ways,noted,comparing,noticing,capture,devices,front,poster"
1010,",curriculum module entitled solar ovens,students feel comfortable sharing ideas,construction paper costs $2/sheet,tin foil flaps bigger,underlying knowledge integration framework,middle school design activities,based inquiry science environment,elicit initial student ideas,solar ovens curriculum outline,make science concepts central,successful critique activity students,students develop meaningful plans,solve meaningful problems,design revisions students receive,knowledge integration framework",",discourse,ideas,promising,knowledge building,community,knowledge,higher education,idea,knowledge forum,graduate,building,scardamalia,forum,methodology,potential"
1011,,",uncertainty,cell,engineering,rq,engineering design,cluster,clusters,participants,network,formation,participant,groups,social,social network,solar"
1012,",flipped advanced level computer graphics,main groupwork page listing questions,groupwork page showing group responses,offering optional remote attendance,formative assessment activities included collaboration,students developing positive attitudes,groupwork based collaborative assessment activities,traditional individualistic formative assessment,grade versus average individual points,slightly stronger correlation compared,facilitating formative assessment exercises,enforcing individual attempts results,class time includes assessment,based formative assessment activities,results demonstrated positive correlation",",monitoring,touch,quality,group,regulation,episodes,high quality,task,screen,software,groups,sequences,social,objects,progress"
1013,",bolstering nascent spontaneous disciplinary practices,designed technological supports enable groups,study included weekly observations,annotations express reflective processes,unproductively disrupting student life,collaborative note taking tool,master note taker rewrites,note taking enterprise offers,obviate participatory design processes,cultivate core disciplinary practices,ethnography informing cscl design,large undergraduate introductory courses,disciplinary epistemic socialization,infuse disciplinary considerations,design based research collective",",simulation,conceptions,earth,light,conceptual,goals,episode,view,simulations,explanations,sources,student,pursue,learning processes,video"
1014,",making learner thinking visible,mathematics education fall 2012 suggest,graduate mathematics education elective,early algebraic reasoning courses,teaching algebra concepts,explored fraction ideas,higher quality artifacts,forthcoming technology affordances,math education fall 2012 class,multimedia artifacts made,read related articles,building fraction concepts,common core standards,entail detailed analysis,collecting additional data",",guidance,wiki,implicit,cognitive,explicit,article,need,participants,variables,individual,test,script,sd,outcome,score"
1015,",parametric wilcoxon signed rank tests,implementing highly structured scripted teaching,wilcoxon signed rank tests,fostering adaptive mathematic teaching practices,generate potential lesson design ideas,taking risks—revealing ignorance,entitled middle school mathematics teaching,proposed principled instructional design approach,cultivate competent future teachers,producing initial lesson ideas,lesson design cycles implemented,subjective psychological world constructed,include additional learning activities,team members produce ideas,driven instructional design models",",constructive,learning activity,active,conditions,task,knowledge,concepts,preparation,deep,target,lecture,novel,activity,structural,pairs"
1016,,",organizations,social,informal,organization,valued,youth,technology,digital,focus,open ended,pathways,organizing,ended,learning environments,environments"
1017,",create physical plastic parts,including rapid prototyping tools,data mining algorithm gspan,learners receive general forms,supporting informal learning related,3d objects making problems,super frequent communication patterns,average word count shows,van de sande,3d printer launched,indepth discussions related,test statistics shows,including online resources,cost microcontroller platforms,java forum receive",",tree,mobile,iteration,families,cycle,life,children,learners,place,computers,devices,iterations,talk,app,observations"
1018,",elementary students examining data related,professionals develop selective perceptions,united states intermountain west,public charter elementary school,stop motion animation software,stop motion animation videos,generate high quality smv,students created flipbooks showing,stop motion animations,classroom inquiry experiences,coordinate visual artifacts,sherin & van es,maintains high fidelity,professional disciplinary communities,cameras capture motion",",dimension,fourth,dimensions,dimensional,like,talked,space,motion,see,axis,perceive,line,experience,seeing,world"
1019,",service teacher participants discussed,discourse increasingly taking place,middle school class discussing,“human transport system”,contrast possibly attributed,knowledge building environment,higher education setting,discourse data selected,preliminary results computed,higher education settings,handling learning tasks,knowledge creation goals,preliminary study presented,support collaborative production,knowledge building discourse",",youth,equity,diversity,staff,orientations,color,setting,organizations,organizational,dominant,orientation,political,cross,scope,within"
1020,",authors found peer social support,optimal simulated solar cell modeled,highly knowledgeable international graduate student,engineering design problems implies uncertainty,week summer engineering research program,novice community college student,participants reported managing relationship uncertainty,novice student frequently sought,participants felt comfortable acknowledging,presented maximum cell efficiency,produced similar cell efficiency,formally imposed group structures,local high school students,novice engineers manage uncertainty,summer engineering research",",political,epistemic,media,issue,frames,virtual,participants,games,significant,simulation,transfer,skills,action,saw,young"
1021,",content monitoring patterns discovered transfer,content monitoring revealed distinctive patterns,natively differentiate individual users,create personalized learning environments,high school aged children,capture meaningful assessment data,content monitoring significantly aided,ineffective collaboration hinders learning,learners takes place face,grouping touch event data,log data contained indicators,represented purposeful actions—actions,collaborative learning environments represent,collaborative interactions taking place,social regulation group efforts",",districts,transition,ngss,science,teachers,integrated,district,grade,plans,integration,implementation,teacher,challenges,cells,model"
1022,",study involves investigating student engagement,form stronger “attractor” states,public middle school located,group spontaneously changed settings,ngss lead states,midwestern united states,generation science standards,seemingly dichotomous perspectives,grade astronomy unit,students pursue conceptual goals,promoting science learning,learning environment called,group expressed agreement,group expressed surprise,& van der veen",",design,novices,conceptual,function,software,diagram,participants,elements,cognitive,frequency,cognitive processes,task,novice,event,mental"
1023,",implicit controversy highlight group achieved,experimentally controlled laboratory setting,hierarchical linear regression model,cognitive closure scored higher,moderate total effect model,cognitive group awareness tools,related research individual cognitive differences,structure collaborative learning processes,cognitive closure participants scored,trigger intended behaviours,hoc median splits,controversy awareness highlights,process log data,related contextual cues,main dependent variables",",engagement,particles,embodied,embodiment,episodes,student,dimensions,water,classroom,movements,step,simulation,activities,behavioral,mixed"
1024,",student overt behaviors link,active tasks limits discussion,lecture makes engagement active,active versus constructive tasks,constructive tasks leads students,collaborative learning activity implemented,design collaborative learning activities,dual phase instructional model,elicit constructive cognitive engagement,prep conditions equally outperformed,improve collaborative activities,introductory psychology courses,preserving internal validity,dyadic analytic technique,improve student interactions",",agency,sense,becoming,mobile,identity,space,expand,argues,event,aims,daily,practices,life,social,various"
1025,,",particles,explanation,explanations,internal,entities,mechanistic,identifying,inside,coherence,disessa,reasoning,dimensions,phenomenon,outside,elements"
1026,,",interest,situational,readings,narrative,species,individual,affective,prior,texts,ecology,cognitive,reading,text,day,parallel"
1027,",emergent environments integrating innovative practices,byline reading articulates analytic thoughts,cases include emergent video techniques,current educational climate rarely,paper shares middle school learners,secondary meanings require people,dated word document files,describe reciprocal misconception compounding,middle school students investigating space,revised program incorporates 70 cases,developing realistic mathematics education,line readings articulate meanings,middle school learners investigating,6th grade mathematics students,students primarily recognizing prototypical",",partnerships,media,cycles,reflective,production,action,youth,digital,one another,respective,land,partnership,cycle,mastery,another"
